0,0,0,0,0,0
0,0,2.59723e-08,0,0,0
0,0,2.60653e-08,0,0,0
0,0,2.29455e-07,0,0,0
0,0,2.55391e-08,0,0,0
0,0,2.58266e-08,0,0,0
0,0,-1.61717e-07,0,0,0
0,0,-1.52414e-07,0,0,0
0,0,2.62272e-08,0,0,0
0,0,2.60538e-08,0,0,0
0,0,2.60655e-08,0,0,0
0,0,2.61014e-08,0,0,0
0,0,2.60175e-08,0,0,0
0,0,3.24792e-07,0,0,0
0,0,2.63142e-08,0,0,0
0,0,2.63285e-08,0,0,0
0,0,-2.77959e-07,0,0,0
0,0,2.65741e-08,0,0,0
0,0,2.67189e-08,0,0,0
0,0,2.69291e-08,0,0,0
0,0,2.68544e-08,0,0,0
0,0,2.69486e-08,0,0,0
0,0,2.6991e-08,0,0,0
0,0,2.68278e-08,0,0,0
0,0,2.68575e-08,0,0,0
0,0,2.72074e-08,0,0,0
0,0,2.72248e-08,0,0,0
0,0,2.72673e-08,0,0,0
0,0,-4.76485e-07,0,0,0
0,0,2.78587e-08,0,0,0
0,0,-1.66902e-07,0,0,0
0,0,2.80567e-08,0,0,0
0,0,2.81856e-08,0,0,0
0,0,2.8471e-08,0,0,0
0,0,2.87199e-08,0,0,0
0,0,2.89356e-08,0,0,0
0,0,2.90358e-08,0,0,0
0,0,2.89617e-08,0,0,0
0,0,2.92057e-08,0,0,0
0,0,-4.53823e-07,0,0,0
0,0,2.91015e-08,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,6.70552e-07,0,0,0
0,0,1.3411e-07,0,0,0
0,0,6.70552e-08,0,0,0
0,0,-6.70552e-08,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2.01166e-07,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,-6.70552e-08,0,0,0
0,0,3.35276e-07,0,0,0
0,0,-2.01166e-07,0,0,0
0,0,1.3411e-07,0,0,0
0,0,2.01166e-07,0,0,0
0,0,6.70552e-08,0,0,0
0,0,2.01166e-07,0,0,0
0,0,1.3411e-07,0,0,0
0,0,-6.70552e-08,0,0,0
0,0,3.35276e-07,0,0,0
0,0,1.3411e-07,0,0,0
0,0,2.01166e-07,0,0,0
0,0,5.36442e-07,0,0,0
0,0,6.70552e-08,0,0,0
0,0,1.3411e-07,0,0,0
0,0,6.70552e-08,0,0,0
0,0,2.01166e-07,0,0,0
0,0,0,0,0,0
0,0,1.3411e-07,0,0,0
0,0,1.3411e-07,0,0,0
0,0,-3.35276e-07,0,0,0
0,0,-6.70552e-08,0,0,0
0,0,2.01166e-07,0,0,0
0,0,1.3411e-07,0,0,0
0,0,6.70552e-08,0,0,0
0,0,2.68221e-07,0,0,0
0,0,2.01166e-07,0,0,0
0,0,2.68221e-07,0,0,0
0,0,0,0,0,0
0,0,6.70552e-08,0,0,0
0,0,-6.70552e-08,0,0,0
0,0,0,0,0,0
0,0,6.70552e-08,0,0,0
