0.0747378,1.11797,0.431528
0.0747378,1.11797,0.431379
0.0747378,1.11797,0.431297
0.0747378,1.11797,0.426841
0.0747378,1.11797,0.426847
0.0747378,1.11797,0.42685
0.0747378,1.11797,0.426192
0.0747378,1.11797,0.425909
0.0747378,1.11797,0.421433
0.0747378,1.11797,0.421097
0.0747378,1.11797,0.421613
0.0747378,1.11797,0.421787
0.0747378,1.11797,0.421949
0.0747378,1.11797,0.417495
0.0649831,1.12559,0.417955
0.0648496,1.12642,0.418594
0.0638214,1.12806,0.419059
0.0638293,1.12901,0.419273
0.0637229,1.12592,0.414633
0.0637539,1.12705,0.414583
0.0623567,1.12958,0.415168
0.0619122,1.13166,0.41553
0.0604409,1.13306,0.416123
0.0596661,1.13051,0.4125
0.0585379,1.13188,0.413395
0.0575312,1.1335,0.414395
0.0576469,1.13454,0.414595
0.0566892,1.13552,0.414897
0.0564966,1.13329,0.410993
0.0557824,1.13435,0.411445
0.0545464,1.13628,0.412522
0.0531102,1.13747,0.412555
0.0524464,1.1398,0.413047
0.0518003,1.13638,0.409288
0.0514361,1.13876,0.409915
0.0503998,1.14018,0.410654
0.0496773,1.14242,0.410262
0.0493347,1.1438,0.410772
0.0482847,1.14148,0.40756
0.0475942,1.14344,0.408244
0.0452017,1.14553,0.40902
0.0444839,1.14678,0.408894
0.0442444,1.14919,0.40921
0.0440387,1.14704,0.405938
0.0431999,1.14817,0.406065
0.0426216,1.1497,0.406433
0.0417903,1.15268,0.40669
0.0413198,1.15443,0.406265
0.0416561,1.14344,0.40218
0.0417289,1.1443,0.402874
0.0408347,1.14529,0.402592
0.0406252,1.14587,0.403437
0.0392999,1.1466,0.404001
0.039917,1.13569,0.400493
0.0391941,1.13772,0.401095
0.0387336,1.13948,0.401515
0.0375381,1.1402,0.40137
0.0378963,1.12991,0.397913
0.0380993,1.13183,0.39811
0.0373508,1.13395,0.398807
0.0362182,1.13566,0.398453
0.0356415,1.13793,0.399019
0.0355196,1.1278,0.395701
0.034485,1.12999,0.395896
0.0340208,1.1306,0.395869
0.0330739,1.13237,0.396498
0.0326111,1.1337,0.397228
0.0325815,1.12611,0.394778
0.0322905,1.1274,0.394639
0.0307374,1.12881,0.395047
0.0299855,1.1299,0.394869
0.0295387,1.13126,0.394371
0.0298086,1.12262,0.391887
0.0287291,1.12336,0.392583
0.0279496,1.12464,0.392663
0.0266785,1.12654,0.39227
0.0258428,1.12757,0.393005
0.0252716,1.11968,0.390464
0.0246786,1.12087,0.390699
0.0236889,1.12266,0.391277
0.0230938,1.12352,0.391795
0.0221946,1.12445,0.39247
-2.87177e-12,-4.22723e-11,2.98023e-08
-1.43589e-11,-2.11361e-10,1.49011e-07
-6.89225e-11,-1.01453e-09,7.15255e-07
-2.21126e-10,-3.25496e-09,2.29478e-06
-5.34149e-10,-7.86264e-09,5.54323e-06
-1.10563e-09,-1.62748e-08,1.14739e-05
-2.04757e-09,-3.01401e-08,2.1249e-05
-3.48346e-09,-5.12763e-08,3.61502e-05
-5.56836e-09,-8.19659e-08,5.77866e-05
-8.46885e-09,-1.24661e-07,8.7887e-05
-1.23745e-08,-1.82151e-07,0.000128418
-1.74862e-08,-2.57396e-07,0.000181466
-2.40252e-08,-3.5365e-07,0.000249326
-3.22385e-08,-4.74548e-07,0.000334561
-4.23816e-08,-6.23854e-07,0.000439822
-5.47273e-08,-8.05582e-07,0.000567942
-6.95715e-08,-1.02409e-06,0.00072199
-8.72157e-08,-1.28381e-06,0.000905096
-1.0799e-07,-1.58961e-06,0.00112069
-1.32234e-07,-1.94647e-06,0.00137228
-1.60299e-07,-2.3596e-06,0.00166353
-1.92555e-07,-2.8344e-06,0.00199827
-2.29386e-07,-3.37654e-06,0.00238049
-2.71187e-07,-3.99185e-06,0.00281429
-3.18373e-07,-4.68643e-06,0.00330397
-3.71369e-07,-5.46652e-06,0.00385394
-4.30608e-07,-6.33851e-06,0.0044687
-4.96549e-07,-7.30917e-06,0.00515303
-5.69642e-07,-8.38508e-06,0.00591155
